Día de compra,Fecha de compra,Hora de compra,Comprado por,Contacto,Membresía,Frecuencia,Días de prueba,Auto renovaciones,Renovaciones pagadas,Día de inicio del último ciclo,Fecha de inicio del último ciclo,Hora de inicio del último ciclo,Día de fin del último ciclo,Fecha de fin del último ciclo,Hora de fin del último ciclo,Estado,Cancelado por,Ganancia,Método de pago,Origen de pago,Origen,Nombre del origen
Sunday,2022-01-01,17:14:46,Cliente 110,+522874581926,VIP,Mensual,7,Sí,7,Saturday,2020-06-09,16:45:16,Thursday,2020-07-12,17:16:12,Inactivo,Cliente 116,,Transferencia bancaria,Tienda física,Campaña publicitaria,Google Ads
Monday,2023-03-16,05:39:20,Cliente 359,+524848980699,Básica,Anual,7,Sí,9,Sunday,2022-09-06,23:33:24,Tuesday,2021-08-04,21:32:31,Inactivo,Cliente 226,$115.77,PayPal,Online,Campaña publicitaria,Facebook
Thursday,2024-05-26,05:02:56,Cliente 86,+523935907363,Básica,Mensual,7,Sí,0,Monday,2021-07-02,11:01:51,Wednesday,2024-10-04,09:14:50,Cancelado,,$200.11,Tarjeta de crédito,Tienda física,,Amigo
Monday,2020-04-24,10:58:32,Cliente 111,+521137876690,VIP,Semanal,30,No,1,Friday,2022-09-30,14:15:35,Friday,2020-12-17,19:11:18,Cancelado,,,Transferencia bancaria,Online,Recomendación,Google Ads
Saturday,2024-08-07,11:43:02,Cliente 38,+523406320205,VIP,Semanal,30,Sí,3,Wednesday,2021-04-19,03:31:55,Saturday,2022-05-26,12:32:20,Activo,Cliente 454,,Transferencia bancaria,Tienda física,,Amigo
Monday,2024-07-12,05:40:35,Cliente 146,+527127367037,Premium,Semanal,30,No,5,Tuesday,2023-11-04,21:13:04,Friday,2023-10-08,08:30:39,Activo,,$614.85,Tarjeta de crédito,Tienda física,,Google Ads
Sunday,2021-03-27,01:59:23,Cliente 137,+525643559823,Premium,Anual,7,Sí,6,Monday,2024-09-24,02:08:28,Tuesday,2022-05-25,04:02:50,Inactivo,,,Transferencia bancaria,Online,Recomendación,Facebook
Saturday,2021-07-21,07:34:59,Cliente 103,+521488085195,VIP,Mensual,30,No,2,Monday,2024-11-01,18:09:48,Thursday,2024-06-07,17:13:13,Activo,Cliente 287,$512.72,PayPal,Online,Recomendación,Google Ads
Sunday,2022-02-01,00:01:58,Cliente 157,+521271548302,Premium,Mensual,30,Sí,6,Wednesday,2023-04-30,17:27:40,Thursday,2020-02-24,05:55:45,Activo,Cliente 187,$112.16,PayPal,Tienda física,Recomendación,Google Ads
Wednesday,2022-09-27,07:21:51,Cliente 170,+528515113575,VIP,Anual,14,Sí,10,Tuesday,2020-03-25,18:47:17,Sunday,2022-09-18,06:53:29,Cancelado,,,Transferencia bancaria,Online,Campaña publicitaria,Facebook
Thursday,2023-12-02,13:18:36,Cliente 258,+528697577083,VIP,Anual,14,Sí,10,Tuesday,2021-05-13,06:01:26,Thursday,2020-04-18,01:11:42,Inactivo,Cliente 425,,Tarjeta de crédito,Online,,Amigo
Wednesday,2022-10-29,01:25:07,Cliente 471,+522676573160,VIP,Semanal,14,No,5,Saturday,2020-06-04,14:56:39,Sunday,2024-03-18,15:38:13,Activo,Cliente 77,,Transferencia bancaria,Tienda física,Campaña publicitaria,Google Ads
Saturday,2022-12-04,02:54:01,Cliente 2,+525740749882,Básica,Mensual,30,No,6,Sunday,2020-02-03,17:46:05,Monday,2022-06-30,12:16:50,Cancelado,,,Transferencia bancaria,Online,,Facebook
Friday,2021-02-03,01:32:03,Cliente 437,+521039763034,VIP,Mensual,30,Sí,7,Monday,2020-08-26,17:35:48,Thursday,2021-09-21,02:50:09,Inactivo,,,Tarjeta de crédito,Online,Recomendación,Google Ads
Saturday,2024-02-22,02:08:31,Cliente 54,+526317218441,VIP,Anual,30,No,0,Monday,2020-08-09,03:13:03,Saturday,2024-12-14,13:52:30,Cancelado,,$272.00,Tarjeta de crédito,Tienda física,Recomendación,Google Ads
Friday,2024-12-25,16:11:48,Cliente 341,+529179351006,VIP,Mensual,30,No,8,Thursday,2022-01-02,15:04:32,Wednesday,2023-04-06,17:43:54,Cancelado,,$780.94,Tarjeta de crédito,Online,,Google Ads
Tuesday,2024-06-20,19:13:02,Cliente 234,+528059371255,Básica,Anual,30,Sí,4,Thursday,2023-06-24,03:12:07,Thursday,2022-01-10,21:17:32,Inactivo,,$900.62,Tarjeta de crédito,Tienda física,,Google Ads
Sunday,2020-04-22,16:29:12,Cliente 259,+522130622639,VIP,Anual,7,No,9,Friday,2023-02-14,16:17:20,Wednesday,2020-10-15,06:40:30,Activo,,,PayPal,Tienda física,Campaña publicitaria,Amigo
Saturday,2023-03-23,10:07:42,Cliente 47,+528687980397,VIP,Mensual,14,Sí,7,Saturday,2021-08-23,11:26:25,Friday,2021-05-19,16:43:37,Cancelado,Cliente 319,$925.34,PayPal,Online,Campaña publicitaria,
Wednesday,2023-07-21,18:32:11,Cliente 360,+521265192651,Básica,Semanal,14,No,7,Saturday,2023-11-18,07:59:48,Tuesday,2024-02-12,17:34:06,Inactivo,,$260.86,Tarjeta de crédito,Online,Recomendación,
Sunday,2023-01-02,09:17:11,Cliente 275,+522388760053,VIP,Anual,7,Sí,4,Thursday,2020-04-29,00:55:54,Monday,2023-07-20,05:02:06,Activo,,,PayPal,Tienda física,,
Sunday,2021-01-14,02:32:40,Cliente 382,+529254675845,VIP,Anual,30,No,0,Saturday,2023-07-31,01:52:15,Thursday,2021-03-19,17:09:52,Activo,Cliente 184,$966.21,Transferencia bancaria,Tienda física,Recomendación,Google Ads
Friday,2022-04-28,09:24:52,Cliente 447,+522802674188,Básica,Anual,30,No,0,Monday,2023-04-23,08:19:01,Saturday,2022-06-01,06:34:15,Activo,,$925.22,Transferencia bancaria,Online,Recomendación,
Tuesday,2023-11-05,01:19:05,Cliente 20,+521295358191,VIP,Anual,7,Sí,4,Tuesday,2022-06-02,06:25:41,Wednesday,2020-02-12,09:09:43,Cancelado,,$875.94,PayPal,Tienda física,,Facebook
Saturday,2022-08-18,05:34:03,Cliente 52,+522223527051,Básica,Mensual,30,Sí,1,Saturday,2020-06-08,04:54:15,Sunday,2024-10-07,04:32:23,Inactivo,,$774.22,PayPal,Online,Recomendación,Facebook
Saturday,2021-12-05,08:45:38,Cliente 217,+521707921038,Premium,Semanal,7,No,0,Friday,2021-09-05,10:34:06,Wednesday,2020-10-23,05:59:33,Activo,Cliente 63,$994.66,PayPal,Tienda física,Campaña publicitaria,Amigo
Friday,2022-05-15,07:11:55,Cliente 189,+524365915750,VIP,Semanal,14,Sí,7,Wednesday,2024-05-03,06:05:40,Wednesday,2020-04-11,05:30:48,Inactivo,Cliente 30,$878.73,PayPal,Tienda física,Recomendación,Google Ads
Monday,2021-07-17,12:51:41,Cliente 434,+526177549140,Básica,Semanal,7,Sí,7,Friday,2024-01-20,09:21:32,Friday,2020-04-15,21:27:18,Cancelado,,,PayPal,Online,Recomendación,Amigo
Thursday,2020-04-16,14:50:40,Cliente 395,+527147052682,Básica,Semanal,30,Sí,4,Monday,2024-02-03,12:46:53,Friday,2021-08-31,22:42:07,Cancelado,,,Transferencia bancaria,Online,Campaña publicitaria,Amigo
Friday,2024-07-31,04:04:25,Cliente 396,+527337182298,VIP,Mensual,30,Sí,7,Friday,2020-06-12,05:07:49,Saturday,2021-04-03,09:02:53,Cancelado,Cliente 362,,PayPal,Tienda física,,
Saturday,2020-05-10,09:14:27,Cliente 190,+528592448102,Premium,Semanal,14,No,2,Friday,2023-07-05,16:00:34,Wednesday,2024-06-06,06:21:44,Inactivo,Cliente 372,$169.85,Transferencia bancaria,Tienda física,Recomendación,
Tuesday,2023-06-29,13:46:17,Cliente 182,+526189893066,Básica,Mensual,30,Sí,4,Sunday,2023-12-03,10:27:38,Monday,2023-03-04,15:17:16,Cancelado,,$796.34,PayPal,Online,Campaña publicitaria,
Monday,2021-04-06,21:05:11,Cliente 170,+526411750634,Premium,Mensual,7,No,9,Monday,2022-06-29,22:57:36,Wednesday,2023-01-21,09:21:12,Activo,Cliente 481,,PayPal,Online,Campaña publicitaria,
Thursday,2022-12-31,11:23:46,Cliente 472,+526127184391,VIP,Mensual,14,No,8,Wednesday,2024-08-06,22:25:15,Saturday,2020-08-15,12:17:10,Inactivo,Cliente 490,,Tarjeta de crédito,Online,,Facebook
Friday,2024-05-03,16:38:29,Cliente 377,+523068815084,Premium,Semanal,30,Sí,10,Wednesday,2024-11-15,05:09:18,Monday,2020-10-10,10:01:05,Inactivo,Cliente 471,,Transferencia bancaria,Online,,
Monday,2023-11-17,09:02:49,Cliente 26,+529334185095,VIP,Semanal,14,Sí,4,Saturday,2024-06-26,19:31:08,Wednesday,2021-02-15,00:47:07,Cancelado,Cliente 429,$523.94,Tarjeta de crédito,Online,Campaña publicitaria,
Thursday,2020-03-25,12:35:37,Cliente 367,+525188935697,Básica,Mensual,30,Sí,6,Tuesday,2020-03-22,04:34:23,Monday,2024-08-29,10:11:20,Activo,,$981.87,Transferencia bancaria,Online,Campaña publicitaria,Amigo
Friday,2023-07-23,22:01:54,Cliente 174,+525633872328,VIP,Mensual,14,No,9,Wednesday,2020-01-07,19:18:38,Thursday,2022-10-26,18:00:36,Cancelado,,$995.67,PayPal,Online,Campaña publicitaria,Amigo
Sunday,2020-12-04,02:32:00,Cliente 243,+521839910987,Premium,Mensual,14,Sí,6,Tuesday,2023-05-13,08:07:30,Wednesday,2022-07-30,04:54:31,Cancelado,Cliente 19,,Transferencia bancaria,Tienda física,,Facebook
Tuesday,2021-09-13,00:55:04,Cliente 336,+527182526982,VIP,Anual,30,No,3,Friday,2020-11-21,11:10:40,Friday,2022-10-23,03:04:33,Inactivo,Cliente 63,$485.16,PayPal,Tienda física,Campaña publicitaria,Google Ads
Friday,2024-12-20,00:00:28,Cliente 12,+523987853774,Básica,Anual,14,Sí,3,Tuesday,2020-01-28,16:34:44,Tuesday,2022-05-17,08:15:05,Activo,Cliente 198,,Transferencia bancaria,Tienda física,Campaña publicitaria,Amigo
Monday,2023-02-24,15:25:22,Cliente 18,+521575041646,Básica,Anual,14,No,5,Monday,2024-07-31,19:15:21,Monday,2021-02-23,11:05:27,Inactivo,Cliente 124,$324.14,Tarjeta de crédito,Tienda física,Recomendación,Amigo
Friday,2022-05-08,17:57:00,Cliente 461,+527571231502,Básica,Semanal,7,Sí,3,Wednesday,2024-08-15,17:39:21,Thursday,2021-10-05,10:46:43,Inactivo,,$855.94,Tarjeta de crédito,Online,,Google Ads
Thursday,2023-10-09,00:06:55,Cliente 188,+523383679880,Básica,Semanal,7,No,2,Saturday,2020-06-16,16:33:36,Friday,2023-02-09,05:27:25,Cancelado,Cliente 334,,Tarjeta de crédito,Online,,
Sunday,2024-08-01,00:46:53,Cliente 120,+527946906615,VIP,Semanal,30,No,10,Friday,2022-05-12,23:00:58,Wednesday,2023-06-29,13:14:05,Inactivo,,$376.29,PayPal,Online,,Google Ads
Wednesday,2020-11-12,01:12:19,Cliente 377,+529326371664,Básica,Semanal,30,No,3,Saturday,2021-01-13,15:55:41,Saturday,2024-08-04,14:50:51,Inactivo,,,Tarjeta de crédito,Tienda física,Recomendación,Facebook
Sunday,2023-08-23,03:12:26,Cliente 410,+527117938487,Básica,Mensual,7,Sí,2,Sunday,2024-01-19,22:21:26,Tuesday,2023-07-22,08:49:55,Cancelado,Cliente 308,$237.39,PayPal,Online,,Google Ads
Saturday,2023-06-06,22:24:57,Cliente 448,+526953383429,Básica,Anual,30,No,6,Wednesday,2023-01-13,01:19:55,Wednesday,2020-09-13,12:00:53,Cancelado,Cliente 247,,PayPal,Online,Recomendación,Google Ads
Monday,2021-02-17,05:24:19,Cliente 267,+521888291332,VIP,Mensual,30,No,6,Wednesday,2022-09-05,17:24:02,Tuesday,2021-11-27,14:11:24,Cancelado,Cliente 259,$918.58,PayPal,Tienda física,Campaña publicitaria,
Wednesday,2020-05-29,16:26:41,Cliente 111,+525625549444,Básica,Semanal,14,No,6,Wednesday,2024-03-17,02:30:04,Wednesday,2021-11-05,21:47:31,Inactivo,Cliente 436,$748.67,Transferencia bancaria,Online,,Amigo
Wednesday,2020-11-12,19:38:11,Cliente 128,+526951712612,Premium,Mensual,7,Sí,7,Friday,2022-04-26,14:39:03,Wednesday,2022-10-10,04:40:15,Inactivo,Cliente 380,$107.97,PayPal,Tienda física,Campaña publicitaria,Amigo
Monday,2023-10-25,20:31:33,Cliente 71,+529069555597,Premium,Anual,14,Sí,6,Monday,2020-12-21,00:12:37,Monday,2024-04-07,13:07:39,Inactivo,Cliente 96,,PayPal,Tienda física,Campaña publicitaria,
Thursday,2022-02-25,15:42:43,Cliente 196,+521711527186,Básica,Anual,30,Sí,9,Friday,2023-11-17,18:36:30,Monday,2024-08-24,13:43:53,Activo,,,Tarjeta de crédito,Online,Campaña publicitaria,Amigo
Friday,2022-02-22,00:17:24,Cliente 103,+528565511441,Básica,Semanal,7,Sí,6,Tuesday,2024-10-27,15:15:39,Monday,2024-10-06,13:47:24,Inactivo,,$991.06,Transferencia bancaria,Online,,Google Ads
Friday,2021-07-20,20:52:12,Cliente 270,+521102747805,VIP,Anual,7,Sí,1,Tuesday,2024-08-07,03:06:26,Wednesday,2022-12-14,20:46:53,Cancelado,,$264.98,PayPal,Online,Recomendación,Amigo
Tuesday,2020-08-05,21:40:28,Cliente 142,+528698252333,Básica,Mensual,7,Sí,0,Wednesday,2022-02-09,13:11:08,Monday,2022-04-26,01:50:57,Cancelado,Cliente 149,,PayPal,Tienda física,,Google Ads
Wednesday,2024-10-06,17:20:16,Cliente 452,+527177093928,Básica,Semanal,14,Sí,2,Wednesday,2022-09-03,09:05:17,Saturday,2024-06-10,11:30:19,Activo,Cliente 353,$657.78,Tarjeta de crédito,Online,,Facebook
Monday,2021-04-24,08:23:07,Cliente 411,+523298662526,VIP,Semanal,7,No,3,Wednesday,2021-10-29,19:00:18,Friday,2020-01-16,20:12:38,Activo,,$620.19,Tarjeta de crédito,Tienda física,,Facebook
Monday,2020-04-15,07:39:45,Cliente 399,+529548949295,Premium,Semanal,30,No,1,Sunday,2024-11-30,19:17:41,Saturday,2021-10-17,11:40:39,Inactivo,Cliente 8,,PayPal,Online,Campaña publicitaria,Google Ads
Wednesday,2020-12-15,21:47:15,Cliente 307,+529778838032,Premium,Semanal,30,No,3,Tuesday,2023-06-12,18:03:00,Sunday,2021-06-11,05:37:53,Inactivo,Cliente 361,,Tarjeta de crédito,Tienda física,,
Saturday,2023-06-21,01:55:34,Cliente 160,+522840442630,Premium,Mensual,30,Sí,3,Friday,2024-02-09,03:23:14,Tuesday,2022-09-12,16:45:36,Activo,,,PayPal,Tienda física,Recomendación,Facebook
Tuesday,2023-02-12,21:10:19,Cliente 381,+527468771745,Premium,Anual,30,No,6,Saturday,2022-05-05,21:31:49,Wednesday,2023-01-08,06:01:58,Activo,,$657.90,PayPal,Tienda física,Campaña publicitaria,Google Ads
Thursday,2024-10-17,04:43:39,Cliente 39,+521096828192,VIP,Mensual,7,Sí,4,Friday,2022-03-21,07:07:00,Saturday,2024-03-06,03:42:36,Cancelado,,$113.38,Tarjeta de crédito,Tienda física,,Facebook
Thursday,2024-07-09,13:42:13,Cliente 227,+525696376430,Básica,Semanal,30,Sí,2,Wednesday,2020-06-15,22:33:58,Friday,2021-10-06,14:35:17,Activo,,$573.37,PayPal,Online,,Amigo
Tuesday,2022-01-21,07:16:04,Cliente 191,+524402907151,Básica,Semanal,30,No,6,Friday,2024-01-31,15:53:52,Wednesday,2020-12-31,17:34:14,Cancelado,,,Tarjeta de crédito,Online,Recomendación,Facebook
Monday,2020-07-23,01:26:05,Cliente 282,+524589110517,Premium,Anual,7,No,8,Wednesday,2023-10-25,08:14:26,Wednesday,2021-06-15,18:20:48,Activo,,$626.61,PayPal,Online,Recomendación,Amigo
Thursday,2023-12-13,13:16:27,Cliente 33,+527116005302,Básica,Semanal,14,Sí,2,Friday,2022-04-09,07:51:26,Sunday,2021-03-02,01:46:49,Inactivo,Cliente 382,,Transferencia bancaria,Online,Recomendación,Google Ads
Thursday,2022-01-10,20:20:42,Cliente 461,+527666184144,Básica,Semanal,7,Sí,0,Thursday,2024-07-17,03:48:07,Monday,2022-06-01,18:24:08,Cancelado,,$573.55,Tarjeta de crédito,Tienda física,Recomendación,
Wednesday,2020-04-07,01:51:36,Cliente 467,+529329954062,VIP,Anual,7,Sí,5,Friday,2020-03-16,17:43:13,Friday,2022-07-28,19:52:27,Cancelado,Cliente 288,$393.63,Transferencia bancaria,Tienda física,,
Saturday,2020-04-13,19:24:54,Cliente 140,+529420749812,VIP,Anual,7,Sí,4,Sunday,2024-10-14,20:47:14,Thursday,2024-08-05,02:41:48,Activo,Cliente 354,$850.86,PayPal,Tienda física,Recomendación,Facebook
Thursday,2020-01-05,14:24:09,Cliente 441,+525588521529,Básica,Anual,14,No,2,Thursday,2021-12-04,23:07:09,Thursday,2023-02-13,03:13:32,Activo,Cliente 286,,Transferencia bancaria,Tienda física,Recomendación,Google Ads
Friday,2022-08-21,11:02:41,Cliente 475,+528480980709,Básica,Anual,7,Sí,10,Wednesday,2022-09-30,13:50:16,Thursday,2022-11-29,22:58:51,Activo,Cliente 318,$234.77,PayPal,Online,Recomendación,
Saturday,2022-03-17,03:20:44,Cliente 191,+525304439050,Básica,Anual,30,No,10,Sunday,2023-06-02,12:52:46,Monday,2023-10-27,08:50:58,Activo,,$145.99,Transferencia bancaria,Tienda física,Recomendación,Amigo
Thursday,2021-08-29,10:24:27,Cliente 111,+524924486389,Premium,Anual,30,Sí,0,Wednesday,2022-12-15,18:01:35,Friday,2022-04-21,01:16:28,Inactivo,Cliente 400,,Transferencia bancaria,Tienda física,Recomendación,
Saturday,2023-05-30,01:37:56,Cliente 18,+528349520638,Premium,Semanal,14,Sí,6,Monday,2023-04-04,16:41:04,Sunday,2020-01-02,19:47:21,Inactivo,Cliente 175,,PayPal,Online,Recomendación,Amigo
Monday,2023-11-16,10:47:24,Cliente 45,+522834121464,Premium,Anual,30,Sí,7,Thursday,2022-01-03,00:35:24,Friday,2024-09-27,08:12:54,Cancelado,Cliente 324,,Transferencia bancaria,Online,,Facebook
Wednesday,2024-07-01,14:14:25,Cliente 44,+523405953667,Premium,Semanal,14,Sí,4,Thursday,2020-07-15,00:07:56,Saturday,2021-11-16,03:49:13,Inactivo,,,Tarjeta de crédito,Online,Recomendación,Facebook
Saturday,2023-10-05,01:35:40,Cliente 386,+527491171500,VIP,Anual,30,Sí,8,Tuesday,2023-08-17,20:15:46,Saturday,2023-11-22,05:48:21,Inactivo,Cliente 185,$638.98,Tarjeta de crédito,Tienda física,Recomendación,Google Ads
Thursday,2023-09-19,23:31:55,Cliente 267,+526209809779,Básica,Mensual,7,No,2,Thursday,2021-12-09,11:22:53,Saturday,2022-05-19,11:32:50,Activo,,$150.00,PayPal,Tienda física,Campaña publicitaria,
Saturday,2024-11-23,22:39:13,Cliente 374,+524749497628,Básica,Anual,7,No,1,Sunday,2021-03-25,11:33:56,Wednesday,2023-06-14,03:26:00,Cancelado,,$953.18,PayPal,Online,Recomendación,Amigo
Friday,2022-03-05,04:35:09,Cliente 85,+522022384803,Básica,Semanal,30,Sí,10,Friday,2023-09-02,05:14:55,Wednesday,2020-08-18,22:03:24,Activo,Cliente 259,,PayPal,Online,Campaña publicitaria,
Friday,2021-05-28,20:09:09,Cliente 233,+527917782429,VIP,Anual,14,No,2,Monday,2021-06-04,22:48:03,Sunday,2021-05-28,02:56:20,Activo,,$145.12,PayPal,Tienda física,Campaña publicitaria,Facebook
Sunday,2024-09-04,06:35:02,Cliente 153,+522973304137,Premium,Mensual,14,Sí,6,Sunday,2022-11-04,14:00:42,Saturday,2022-09-09,03:24:52,Cancelado,Cliente 10,$936.69,Transferencia bancaria,Online,Recomendación,Facebook
Sunday,2021-08-23,22:01:45,Cliente 243,+524675913161,Premium,Semanal,30,No,2,Sunday,2022-06-27,16:14:18,Friday,2024-07-23,03:22:57,Inactivo,,$777.73,PayPal,Tienda física,Recomendación,
Friday,2022-05-02,11:36:37,Cliente 200,+526401208315,VIP,Semanal,14,Sí,6,Saturday,2021-07-29,07:17:42,Wednesday,2023-05-28,14:05:02,Inactivo,,$140.38,Transferencia bancaria,Tienda física,,Amigo
Thursday,2021-02-21,11:44:54,Cliente 179,+522662938133,Premium,Anual,7,No,2,Friday,2023-10-22,21:06:11,Wednesday,2021-01-02,04:02:14,Cancelado,Cliente 187,,PayPal,Tienda física,Recomendación,Facebook
Sunday,2021-04-21,12:50:43,Cliente 176,+523210747726,Básica,Semanal,30,Sí,4,Monday,2021-10-26,02:52:15,Saturday,2022-06-02,13:40:19,Activo,,,Transferencia bancaria,Online,,Facebook
Sunday,2022-01-27,23:57:25,Cliente 105,+525319526167,Básica,Anual,30,No,0,Monday,2021-05-22,02:49:31,Sunday,2022-02-03,10:47:44,Cancelado,,,PayPal,Tienda física,Recomendación,Google Ads
Sunday,2023-09-15,08:02:48,Cliente 440,+529816524952,Premium,Anual,14,No,9,Thursday,2021-12-16,04:13:32,Wednesday,2022-10-04,20:11:42,Activo,Cliente 25,,PayPal,Online,Recomendación,Amigo
Saturday,2024-03-29,10:19:56,Cliente 22,+529342406131,Básica,Semanal,7,No,9,Monday,2020-04-01,11:22:05,Friday,2024-04-01,04:48:19,Cancelado,,$560.79,PayPal,Online,,Google Ads
Wednesday,2021-05-30,17:23:49,Cliente 290,+529866213053,Básica,Semanal,7,Sí,6,Tuesday,2022-06-13,15:20:41,Tuesday,2023-10-22,14:09:26,Activo,,$633.64,Transferencia bancaria,Tienda física,,Facebook
Monday,2020-02-14,16:41:26,Cliente 251,+528049890342,Básica,Anual,7,No,0,Wednesday,2020-07-04,00:56:45,Saturday,2024-10-06,14:47:31,Inactivo,Cliente 359,$484.40,Tarjeta de crédito,Online,,Amigo
Monday,2022-06-23,00:07:15,Cliente 68,+527176061208,Básica,Semanal,7,No,3,Wednesday,2020-11-01,09:54:28,Tuesday,2020-02-13,13:46:01,Cancelado,Cliente 363,,PayPal,Tienda física,Recomendación,Facebook
Wednesday,2023-05-01,16:45:48,Cliente 422,+527311071664,Premium,Semanal,14,No,6,Wednesday,2021-12-28,12:36:38,Thursday,2022-07-30,01:03:41,Inactivo,Cliente 85,,Tarjeta de crédito,Online,Recomendación,
Wednesday,2021-01-28,23:25:02,Cliente 369,+525284854887,VIP,Anual,7,Sí,8,Thursday,2021-07-16,01:20:08,Monday,2024-05-25,07:11:51,Cancelado,,$118.33,Tarjeta de crédito,Tienda física,Campaña publicitaria,
Wednesday,2021-09-12,06:50:59,Cliente 10,+526597782088,Básica,Semanal,14,No,3,Saturday,2024-07-08,13:27:58,Sunday,2022-04-09,15:45:40,Activo,,$546.16,Transferencia bancaria,Online,Recomendación,Facebook
Friday,2021-10-24,16:08:30,Cliente 414,+521675747515,Básica,Mensual,30,No,0,Monday,2023-05-16,21:11:00,Thursday,2024-04-17,20:05:34,Activo,Cliente 222,$746.20,PayPal,Tienda física,Campaña publicitaria,Amigo
Friday,2022-08-18,12:21:17,Cliente 351,+522565130865,Premium,Anual,7,Sí,4,Monday,2024-08-27,20:50:29,Tuesday,2024-09-13,04:03:10,Cancelado,,$830.58,PayPal,Tienda física,Recomendación,Facebook
Thursday,2022-08-01,04:19:06,Cliente 255,+521541722867,VIP,Anual,30,Sí,7,Wednesday,2022-11-15,00:45:12,Tuesday,2020-08-25,05:50:25,Cancelado,Cliente 415,,PayPal,Tienda física,Campaña publicitaria,Facebook
Thursday,2020-04-13,17:02:45,Cliente 195,+521851355805,Básica,Mensual,7,Sí,4,Monday,2023-09-30,10:32:14,Monday,2020-01-08,17:54:25,Cancelado,Cliente 467,,PayPal,Tienda física,,
Sunday,2021-11-13,00:26:15,Cliente 434,+528684652549,VIP,Anual,7,Sí,4,Sunday,2023-02-02,15:56:18,Wednesday,2023-03-31,14:11:43,Inactivo,Cliente 169,,Transferencia bancaria,Online,,Amigo
Monday,2020-09-04,13:32:48,Cliente 491,+527242774939,Premium,Mensual,14,Sí,7,Friday,2020-09-19,06:17:07,Sunday,2023-08-23,17:56:45,Inactivo,,,Transferencia bancaria,Online,,Facebook
Wednesday,2022-11-29,22:50:27,Cliente 445,+523681034786,Premium,Semanal,30,No,10,Saturday,2023-11-01,18:51:04,Saturday,2024-01-07,05:58:27,Activo,,$477.59,PayPal,Tienda física,Campaña publicitaria,Amigo
Tuesday,2024-10-12,00:21:38,Cliente 195,+523561784830,Premium,Anual,30,Sí,2,Tuesday,2022-09-13,05:58:03,Saturday,2020-05-04,05:17:37,Cancelado,,$211.29,Tarjeta de crédito,Tienda física,Recomendación,Google Ads
Monday,2021-08-20,18:37:03,Cliente 18,+521826265839,Básica,Mensual,7,No,8,Sunday,2021-11-13,10:04:46,Thursday,2023-08-08,20:05:14,Inactivo,,,PayPal,Tienda física,,Google Ads
Wednesday,2022-05-09,22:46:36,Cliente 123,+522145733052,Premium,Mensual,30,Sí,1,Tuesday,2022-05-26,17:00:24,Tuesday,2021-07-17,06:31:43,Cancelado,Cliente 427,,PayPal,Tienda física,Campaña publicitaria,Amigo
Saturday,2021-03-07,05:47:57,Cliente 422,+521094782134,Premium,Semanal,30,No,7,Tuesday,2023-04-29,20:37:28,Monday,2022-11-02,12:52:06,Inactivo,,,Tarjeta de crédito,Tienda física,Recomendación,
Wednesday,2020-04-24,12:05:38,Cliente 395,+521238776429,Premium,Mensual,7,No,0,Tuesday,2021-06-13,02:32:30,Thursday,2022-11-23,12:00:13,Inactivo,,$277.21,Transferencia bancaria,Tienda física,Recomendación,Google Ads
Tuesday,2023-06-06,16:41:19,Cliente 53,+527967389465,Básica,Mensual,30,No,7,Monday,2023-03-09,03:18:23,Friday,2022-10-17,04:54:01,Inactivo,Cliente 14,,Tarjeta de crédito,Online,,Facebook
Sunday,2020-10-17,14:58:10,Cliente 421,+523691264786,Premium,Mensual,30,No,7,Saturday,2022-03-13,06:11:57,Wednesday,2023-06-11,14:09:12,Inactivo,,,PayPal,Tienda física,,Facebook
Tuesday,2020-04-16,17:13:59,Cliente 226,+521048838801,Premium,Anual,7,No,10,Thursday,2023-12-16,13:42:09,Wednesday,2021-05-29,12:32:38,Cancelado,,,Transferencia bancaria,Tienda física,,
